Date,Product_ID,Category,Product_Group,Price,Rating,Marketing_Spend,Stock_Available,Sales,Revenue,Customer_ID,Region,Launch_Flag
2024-09-11,P22,Dairy,G8,66.73,3.1,4326,1,24,1601.52,4539,East,0
2024-06-09,P8,Personal Care,G3,131.95,4.6,2426,1,17,2243.1499999999996,7430,South,0
2024-02-20,P5,Dairy,G2,67.02,3.8,4068,1,24,1608.48,9311,West,0
2024-01-22,P3,Personal Care,G1,82.31,3.9,3664,1,24,1975.44,5513,North,0
2023-08-06,P3,Personal Care,G1,203.4,4.3,3894,1,27,5491.8,7653,North,0
2024-05-12,P13,Dairy,G5,57.49,4.6,4117,1,36,2069.64,7251,East,0
2023-05-25,P12,Personal Care,G4,198.37,4.6,4243,1,31,6149.47,7051,North,0
2023-10-24,P24,Snacks,G8,12.77,4.6,2413,1,33,421.40999999999997,2130,West,0
2023-03-16,P22,Dairy,G8,22.46,4.7,620,1,25,561.5,4784,North,0
2024-08-13,P12,Personal Care,G4,170.22,3.1,2347,1,30,5106.6,7283,East,0
2023-11-29,P13,Dairy,G5,55.52,4.1,2836,1,27,1499.0400000000002,7120,South,0
2023-12-28,P5,Dairy,G2,63.38,3.6,1419,1,27,1711.26,5836,North,0
2023-03-06,P14,Beverages,G5,64.95,4.4,3171,1,32,2078.4,6397,North,0
2024-06-21,P14,Beverages,G5,81.46,5.0,1204,1,29,2362.3399999999997,3598,East,0
2023-12-11,P3,Personal Care,G1,183.13,3.7,4994,1,30,5493.9,3596,North,0
2023-03-15,P3,Personal Care,G1,232.89,4.5,2044,1,27,6288.03,1609,South,0
2024-07-23,P24,Snacks,G8,40.51,4.5,793,0,30,1215.3,6092,East,0
2024-08-06,P10,Dairy,G4,22.91,4.6,723,1,20,458.2,6309,East,0
2023-11-14,P3,Personal Care,G1,202.02,3.6,1683,1,31,6262.62,6573,North,0
2023-06-18,P18,Dairy,G6,57.96,3.8,1454,1,21,1217.16,8208,East,0
2024-11-03,P5,Dairy,G2,62.09,3.3,4349,1,27,1676.43,9395,West,1
2023-07-04,P24,Snacks,G8,20.15,4.4,4487,1,40,806.0,4684,West,0
2024-11-28,P21,Beverages,G7,28.08,4.5,4392,0,29,814.3199999999999,5375,West,0
2024-03-29,P17,Household,G6,333.75,4.0,309,1,23,7676.25,8377,South,0
2023-10-07,P19,Snacks,G7,33.38,3.8,2085,1,31,1034.78,7197,North,0
2024-10-07,P13,Dairy,G5,25.73,4.3,3193,1,26,668.98,3827,North,0
2023-03-20,P3,Personal Care,G1,191.14,4.3,1222,1,28,5351.92,3296,South,0
2023-11-26,P16,Beverages,G6,65.43,4.5,4904,1,31,2028.3300000000002,9620,South,0
2023-02-24,P15,Household,G5,95.82,3.2,4938,0,23,2203.8599999999997,4337,West,0
2024-06-11,P2,Dairy,G1,21.33,3.7,4300,1,31,661.2299999999999,9022,North,1
2023-04-01,P18,Dairy,G6,54.96,4.9,632,1,36,1978.56,1623,West,0
2023-04-29,P6,Beverages,G2,85.4,3.2,814,0,29,2476.6000000000004,8215,East,0
2024-03-07,P12,Personal Care,G4,187.0,4.2,3357,1,29,5423.0,1781,North,0
2024-03-04,P6,Beverages,G2,77.08,3.8,1342,1,25,1927.0,4625,North,0
2023-06-27,P7,Personal Care,G3,58.27,4.9,800,1,24,1398.48,1287,East,0
2023-01-05,P2,Dairy,G1,64.82,4.1,828,1,26,1685.3199999999997,5911,North,0
2024-07-30,P13,Dairy,G5,22.85,4.7,3223,1,20,457.0,4681,North,0
2023-08-12,P21,Beverages,G7,58.11,3.5,1462,1,26,1510.86,5787,West,0
2024-07-26,P24,Snacks,G8,27.2,3.6,2398,1,28,761.6,1296,West,0
2023-09-03,P20,Household,G7,485.91,4.7,4989,1,16,7774.56,5067,North,0
2024-08-30,P11,Household,G4,372.06,4.1,2724,1,29,10789.74,6019,South,0
2024-03-25,P14,Beverages,G5,50.55,4.9,499,1,28,1415.3999999999999,1289,South,0
2024-03-19,P12,Personal Care,G4,202.42,3.9,4195,1,45,9108.9,3440,West,0
2023-12-03,P9,Personal Care,G3,154.22,4.6,1610,1,27,4163.94,4972,South,0
2024-03-01,P25,Snacks,G9,20.69,3.7,624,1,25,517.25,8496,North,0
2024-07-23,P8,Personal Care,G3,152.07,4.0,334,1,20,3041.3999999999996,5006,East,0
2023-08-08,P14,Beverages,G5,55.79,4.8,2437,1,28,1562.12,2024,South,0
2023-03-31,P18,Dairy,G6,71.47,3.3,845,1,22,1572.34,6835,East,0
2024-06-21,P5,Dairy,G2,58.02,4.8,2238,1,26,1508.52,3924,West,1
2023-03-23,P6,Beverages,G2,24.27,3.1,2738,1,30,728.1,3981,East,0
2024-10-14,P4,Dairy,G2,27.1,3.4,4364,1,28,758.8000000000001,1168,South,1
2023-12-22,P8,Personal Care,G3,291.42,4.3,1586,1,21,6119.820000000001,3282,North,0
2024-06-15,P2,Dairy,G1,37.01,4.1,4060,1,36,1332.36,1095,West,1
2024-08-29,P4,Dairy,G2,54.24,3.2,1784,1,31,1681.44,3268,West,1
2024-01-04,P8,Personal Care,G3,133.83,4.1,2075,1,23,3078.09,1813,East,0
2024-05-14,P22,Dairy,G8,43.85,3.8,1503,1,29,1271.65,3164,West,0
2024-04-05,P18,Dairy,G6,22.93,3.9,1425,1,21,481.53,7855,West,0
2024-06-29,P14,Beverages,G5,85.12,3.4,1902,0,20,1702.4,6319,South,0
2024-09-15,P12,Personal Care,G4,253.43,4.6,3768,1,36,9123.48,7623,North,0
2023-01-20,P25,Snacks,G9,44.81,4.3,4010,1,36,1613.16,9166,North,0
2023-08-18,P12,Personal Care,G4,153.56,4.1,779,1,25,3839.0,4550,East,0
2023-09-15,P3,Personal Care,G1,199.91,4.6,2670,0,26,5197.66,3780,East,0
2024-05-20,P3,Personal Care,G1,214.52,4.4,3880,1,33,7079.160000000001,3190,West,0
2023-05-04,P1,Household,G1,455.3,4.6,402,1,31,14114.300000000001,2319,West,0
2023-11-30,P21,Beverages,G7,30.82,4.0,3426,1,26,801.32,9996,South,0
2023-02-25,P14,Beverages,G5,93.37,4.4,2218,1,23,2147.51,3422,East,0
2024-02-26,P19,Snacks,G7,38.91,3.1,330,1,25,972.7499999999999,6991,North,0
2024-05-17,P25,Snacks,G9,10.35,4.6,2236,1,31,320.84999999999997,5127,South,0
2023-02-15,P4,Dairy,G2,28.29,4.7,4760,1,39,1103.31,1064,South,0
2023-07-15,P13,Dairy,G5,47.32,4.4,2803,1,32,1514.24,2610,North,0
2024-05-29,P11,Household,G4,429.18,4.6,2130,1,23,9871.14,8532,North,0
2023-06-04,P16,Beverages,G6,74.31,4.9,3035,1,26,1932.06,7281,South,0
2023-06-10,P7,Personal Care,G3,226.26,4.2,3469,1,24,5430.24,9276,West,0
2023-11-07,P15,Household,G5,237.99,4.1,4817,1,26,6187.74,1171,West,0
2024-01-06,P17,Household,G6,256.95,4.9,1400,1,29,7451.549999999999,2590,East,0
2023-10-11,P16,Beverages,G6,33.21,4.7,4903,1,30,996.3000000000001,6678,South,0
2024-12-07,P14,Beverages,G5,75.19,3.3,4676,0,36,2706.84,5039,North,0
2023-08-13,P21,Beverages,G7,46.47,4.1,3383,1,33,1533.51,4724,North,0
2023-08-12,P8,Personal Care,G3,143.86,3.2,2281,1,22,3164.92,6648,East,0
2023-04-17,P25,Snacks,G9,20.77,3.5,2708,1,26,540.02,6678,North,0
2023-06-21,P6,Beverages,G2,69.83,4.7,1222,1,29,2025.07,6454,East,0
2024-03-04,P8,Personal Care,G3,93.75,3.5,4451,1,33,3093.75,1319,South,0
2024-08-18,P21,Beverages,G7,36.89,4.0,1237,1,28,1032.92,1426,North,0
2024-08-21,P10,Dairy,G4,16.12,3.8,3090,1,15,241.8,4017,West,0
2023-08-20,P24,Snacks,G8,26.43,4.4,747,0,29,766.47,2327,South,0
2024-04-16,P1,Household,G1,101.74,3.1,4129,1,34,3459.16,9078,East,0
2024-01-11,P4,Dairy,G2,27.46,3.9,3183,1,26,713.96,8751,North,0
2023-08-18,P4,Dairy,G2,76.85,3.1,3358,1,26,1998.1,8998,South,0
2024-10-10,P6,Beverages,G2,87.6,3.7,1203,1,14,1226.3999999999999,6191,East,0
2023-02-26,P2,Dairy,G1,77.23,4.5,2204,1,35,2703.05,6897,West,0
2023-03-15,P22,Dairy,G8,26.96,3.8,971,1,17,458.32,7933,South,0
2024-02-04,P1,Household,G1,200.53,4.6,1441,1,20,4010.6,3595,East,0
2024-08-14,P20,Household,G7,225.3,4.7,4390,1,25,5632.5,3356,East,0
2023-07-16,P5,Dairy,G2,53.01,4.6,3645,1,23,1219.23,7195,East,0
2023-09-21,P22,Dairy,G8,72.82,4.3,3991,1,31,2257.4199999999996,4597,North,0
2024-08-13,P11,Household,G4,466.25,4.7,3325,0,19,8858.75,7903,North,0
2024-01-31,P12,Personal Care,G4,224.74,4.7,3024,0,26,5843.24,4857,West,0
2024-07-05,P3,Personal Care,G1,260.27,3.3,1913,1,26,6767.0199999999995,6983,South,1
2024-03-12,P21,Beverages,G7,82.05,4.5,2637,1,23,1887.1499999999999,3162,North,0
2023-07-07,P6,Beverages,G2,81.14,3.0,1248,1,23,1866.22,4378,East,0
2023-08-06,P18,Dairy,G6,32.97,3.0,4801,1,30,989.0999999999999,8524,South,0
2023-10-07,P2,Dairy,G1,69.73,5.0,4412,1,30,2091.9,8739,East,0
2023-11-09,P25,Snacks,G9,34.54,4.2,3712,1,26,898.04,1853,North,0
2024-01-12,P7,Personal Care,G3,106.96,3.3,3281,1,27,2887.9199999999996,2761,West,0
2024-03-10,P19,Snacks,G7,25.64,3.9,523,1,20,512.8,3138,South,0
2023-08-02,P14,Beverages,G5,35.44,3.6,339,1,27,956.8799999999999,7631,South,0
2024-11-14,P23,Household,G8,144.64,3.4,3365,1,28,4049.9199999999996,7145,West,0
2024-12-04,P9,Personal Care,G3,128.12,3.4,3342,1,17,2178.04,6699,South,0
2023-10-22,P10,Dairy,G4,32.14,3.8,3193,1,35,1124.9,5059,East,0
2024-07-30,P1,Household,G1,434.41,3.1,3034,1,26,11294.66,9155,South,1
2023-11-04,P21,Beverages,G7,90.8,4.2,2991,1,22,1997.6,1976,North,0
2023-08-19,P10,Dairy,G4,73.49,4.5,1733,1,25,1837.2499999999998,7378,South,0
2023-07-09,P12,Personal Care,G4,175.66,4.2,2022,1,27,4742.82,9647,North,0
2023-08-31,P18,Dairy,G6,19.76,3.2,4520,1,31,612.5600000000001,2437,South,0
2023-08-07,P19,Snacks,G7,25.47,4.5,3537,1,31,789.5699999999999,1755,East,0
2023-11-17,P15,Household,G5,101.87,3.5,4296,1,33,3361.71,7074,West,0
2024-01-19,P24,Snacks,G8,16.78,3.7,4636,1,26,436.28000000000003,2603,East,0
2023-08-05,P23,Household,G8,277.21,3.9,2534,1,21,5821.41,3479,South,0
2023-06-08,P16,Beverages,G6,23.37,3.9,1964,1,36,841.32,3859,North,0
2024-08-21,P25,Snacks,G9,18.85,3.4,2783,1,27,508.95000000000005,8839,West,0
2024-04-27,P4,Dairy,G2,56.17,4.4,3746,0,39,2190.63,1197,North,0
2023-01-04,P23,Household,G8,487.5,3.7,950,1,21,10237.5,3424,West,0
2024-06-07,P8,Personal Care,G3,215.18,3.7,3490,1,13,2797.34,1855,East,0
2024-11-12,P18,Dairy,G6,43.47,3.6,304,1,16,695.52,3830,East,0
2023-07-08,P10,Dairy,G4,53.11,4.1,3408,1,29,1540.19,5753,North,0
2024-03-27,P1,Household,G1,245.87,4.4,1841,1,28,6884.360000000001,9916,East,0
2024-06-06,P3,Personal Care,G1,284.9,3.3,704,1,22,6267.799999999999,2880,South,1
2024-01-20,P1,Household,G1,179.04,3.8,3648,1,20,3580.7999999999997,6033,South,0
2024-09-15,P16,Beverages,G6,98.19,3.4,47,1,29,2847.5099999999998,4089,West,0
2023-12-31,P17,Household,G6,257.5,4.1,926,1,17,4377.5,8705,West,0
2023-05-27,P24,Snacks,G8,20.07,4.3,1827,1,29,582.03,2351,North,0
2024-03-28,P18,Dairy,G6,50.94,3.4,4497,1,30,1528.1999999999998,1937,West,0
2024-01-11,P12,Personal Care,G4,77.42,3.8,1488,1,21,1625.82,5322,East,0
2024-10-19,P1,Household,G1,452.15,4.3,849,1,13,5877.95,8972,West,1
2024-03-04,P1,Household,G1,448.06,3.2,4111,1,21,9409.26,7531,West,0
2024-08-16,P2,Dairy,G1,19.87,3.3,1959,1,28,556.36,8752,South,1
2023-03-20,P10,Dairy,G4,43.59,4.0,3045,1,32,1394.88,6477,East,0
2023-06-17,P12,Personal Care,G4,177.16,3.7,1224,1,29,5137.64,2383,East,0
2023-03-24,P1,Household,G1,378.52,4.8,2592,1,27,10220.039999999999,2029,North,0
2023-08-14,P10,Dairy,G4,71.57,4.5,3308,1,22,1574.54,4041,South,0
2023-09-20,P5,Dairy,G2,23.45,4.6,66,1,32,750.4,3233,North,0
2023-10-17,P22,Dairy,G8,64.38,4.5,1187,1,28,1802.6399999999999,7963,North,0
2024-09-03,P5,Dairy,G2,16.17,3.0,731,1,21,339.57000000000005,9900,East,1
2024-05-15,P2,Dairy,G1,61.64,3.1,4789,1,29,1787.56,9426,West,0
2023-01-03,P25,Snacks,G9,37.57,4.4,2513,1,26,976.82,6321,South,0
2023-08-18,P24,Snacks,G8,24.2,4.6,4750,1,37,895.4,7877,West,0
2023-06-18,P19,Snacks,G7,46.87,3.9,4158,1,28,1312.36,4499,East,0
2024-02-27,P24,Snacks,G8,43.99,4.9,3555,1,29,1275.71,8162,East,0
2024-11-16,P1,Household,G1,178.26,4.4,1408,1,29,5169.54,3230,South,1
2023-02-25,P19,Snacks,G7,38.51,3.7,4141,0,41,1578.9099999999999,1010,East,0
2023-07-25,P21,Beverages,G7,20.25,4.2,3465,1,41,830.25,5841,West,0
2024-09-23,P10,Dairy,G4,44.0,3.3,1559,1,17,748.0,5476,North,0
2023-12-10,P2,Dairy,G1,58.13,3.4,712,1,27,1569.51,6725,West,0
2024-03-12,P11,Household,G4,319.85,4.3,3874,1,23,7356.55,4412,South,0
2023-09-06,P21,Beverages,G7,55.23,3.9,964,1,26,1435.98,9164,West,0
2023-06-06,P10,Dairy,G4,72.87,4.9,634,1,30,2186.1000000000004,1995,East,0
2023-02-09,P19,Snacks,G7,23.25,3.8,2741,1,27,627.75,4548,North,0
2024-12-18,P5,Dairy,G2,69.29,3.6,1633,1,30,2078.7000000000003,8374,South,1
2024-12-15,P13,Dairy,G5,24.46,4.9,4256,1,35,856.1,4893,North,0
2023-05-01,P10,Dairy,G4,22.02,4.1,4155,1,40,880.8,7627,South,0
2024-11-25,P16,Beverages,G6,85.98,4.5,1307,1,30,2579.4,7911,West,0
2024-05-09,P11,Household,G4,452.41,4.0,2959,1,20,9048.2,1608,North,0
2023-08-27,P25,Snacks,G9,15.69,4.8,1255,0,29,455.01,4566,East,0
2024-10-22,P22,Dairy,G8,47.59,3.5,1184,1,29,1380.1100000000001,1741,North,0
2023-12-09,P18,Dairy,G6,23.84,4.1,4749,1,29,691.36,4652,North,0
2023-12-24,P24,Snacks,G8,45.09,3.6,3834,1,29,1307.6100000000001,8861,South,0
2024-12-19,P15,Household,G5,418.34,4.8,118,1,22,9203.48,2405,South,0
2024-12-30,P14,Beverages,G5,27.68,4.3,3519,1,33,913.4399999999999,9954,South,0
2024-10-02,P16,Beverages,G6,62.51,4.3,2266,1,25,1562.75,7346,West,0
2023-02-13,P11,Household,G4,310.38,3.1,3597,1,19,5897.22,5082,South,0
2024-01-22,P6,Beverages,G2,35.49,4.1,4449,1,39,1384.1100000000001,8294,North,0
2023-09-14,P3,Personal Care,G1,174.67,4.2,1291,1,25,4366.75,4622,South,0
2024-07-02,P25,Snacks,G9,13.33,4.2,136,1,29,386.57,6007,North,0
2023-07-18,P24,Snacks,G8,32.1,3.8,2121,1,22,706.2,7939,South,0
2024-06-04,P6,Beverages,G2,73.61,3.0,2764,1,15,1104.15,9485,West,0
2023-06-29,P16,Beverages,G6,40.73,4.3,2534,1,30,1221.8999999999999,5970,North,0
2024-09-07,P24,Snacks,G8,44.86,3.5,4975,1,36,1614.96,9103,South,0
2024-01-07,P25,Snacks,G9,26.79,3.5,893,1,28,750.12,4418,West,0
2024-09-20,P17,Household,G6,296.25,3.2,2094,1,25,7406.25,3639,South,0
2023-02-06,P8,Personal Care,G3,254.12,3.6,241,1,22,5590.64,5753,South,0
2024-12-01,P19,Snacks,G7,43.75,4.0,4022,0,33,1443.75,4191,West,0
2024-03-03,P23,Household,G8,314.03,4.4,2609,1,29,9106.869999999999,3469,North,0
2024-05-17,P5,Dairy,G2,37.69,3.9,4457,1,30,1130.6999999999998,9552,North,0
2023-06-15,P22,Dairy,G8,53.39,3.9,1608,0,26,1388.14,3898,East,0
2024-10-09,P17,Household,G6,290.46,4.5,3149,1,29,8423.34,4323,East,0
2024-06-05,P1,Household,G1,348.22,4.8,1707,1,26,9053.720000000001,5254,North,1
2024-05-21,P7,Personal Care,G3,198.57,4.0,1050,0,32,6354.24,5238,North,0
2023-06-03,P6,Beverages,G2,24.06,3.0,986,1,30,721.8,4317,East,0
2023-02-08,P20,Household,G7,164.31,4.4,625,1,22,3614.82,4587,West,0
2024-12-07,P1,Household,G1,254.25,4.4,1918,1,21,5339.25,2959,North,1
2024-01-29,P22,Dairy,G8,68.89,3.4,3020,1,23,1584.47,1148,East,0
2024-06-13,P7,Personal Care,G3,203.08,3.5,201,1,13,2640.04,1164,East,0
2023-08-18,P12,Personal Care,G4,152.33,3.1,2273,1,17,2589.61,4694,South,0
2023-02-08,P4,Dairy,G2,61.9,4.7,3488,1,23,1423.7,4609,West,0
2024-02-03,P12,Personal Care,G4,298.5,4.3,14,0,21,6268.5,2140,West,0
2023-12-28,P22,Dairy,G8,50.0,4.1,2229,1,30,1500.0,5589,East,0
2024-06-18,P14,Beverages,G5,99.02,4.9,1642,1,22,2178.44,9928,North,0
2023-04-18,P21,Beverages,G7,51.82,4.1,3007,0,27,1399.14,9099,North,0
2024-06-08,P11,Household,G4,294.02,4.9,3005,0,24,7056.48,3428,West,0
2023-12-23,P1,Household,G1,344.33,4.9,3876,1,24,8263.92,1930,East,0
2023-11-29,P11,Household,G4,415.59,3.4,3647,1,18,7480.62,9276,East,0
2024-12-07,P3,Personal Care,G1,275.61,4.3,613,1,30,8268.300000000001,8462,South,1
2023-06-05,P25,Snacks,G9,40.73,3.9,3431,1,22,896.06,9679,North,0
2024-05-24,P5,Dairy,G2,36.58,4.1,3259,1,28,1024.24,5852,West,0
2023-06-23,P20,Household,G7,476.37,3.9,4059,1,23,10956.51,8303,South,0
2024-10-31,P8,Personal Care,G3,270.68,4.9,1965,1,18,4872.24,4835,West,0
2023-06-02,P17,Household,G6,139.54,3.4,4797,1,37,5162.98,4027,West,0
2024-08-12,P22,Dairy,G8,72.52,4.6,2296,1,32,2320.64,5279,South,0
2024-03-08,P25,Snacks,G9,15.41,3.1,3276,1,28,431.48,8855,North,0
2023-01-25,P23,Household,G8,97.35,3.6,4829,0,31,3017.85,2295,South,0
2023-08-15,P20,Household,G7,180.58,3.9,2240,1,33,5959.14,6080,East,0
2023-09-27,P15,Household,G5,213.59,4.9,1395,1,19,4058.21,4322,South,0
2023-07-10,P2,Dairy,G1,53.88,3.2,1149,0,34,1831.92,8082,East,0
2024-09-30,P16,Beverages,G6,38.81,3.8,1311,0,27,1047.8700000000001,3287,South,0
2023-07-27,P1,Household,G1,402.47,4.4,1860,1,22,8854.34,2589,North,0
2023-07-18,P5,Dairy,G2,79.76,4.9,4994,1,32,2552.32,7189,East,0
2023-02-28,P23,Household,G8,219.11,3.2,1105,1,24,5258.64,8095,West,0
2023-12-11,P14,Beverages,G5,25.07,4.5,1826,1,39,977.73,2865,East,0
2023-11-05,P15,Household,G5,418.95,4.6,4712,1,22,9216.9,8515,West,0
2023-11-20,P15,Household,G5,116.05,3.9,1271,1,29,3365.45,3130,South,0
2024-11-28,P6,Beverages,G2,42.62,3.9,599,0,14,596.68,8101,North,0
2023-02-28,P4,Dairy,G2,54.22,3.5,1936,0,25,1355.5,8455,South,0
2024-04-11,P11,Household,G4,251.6,5.0,3378,1,27,6793.2,9892,East,0
2024-03-23,P4,Dairy,G2,44.49,4.9,2003,1,24,1067.76,7667,North,0
2024-01-08,P18,Dairy,G6,63.85,3.4,3359,1,31,1979.3500000000001,8012,North,0
2023-09-08,P14,Beverages,G5,26.97,3.8,379,1,31,836.0699999999999,3730,East,0
2024-02-21,P17,Household,G6,146.22,3.2,934,1,33,4825.26,9460,North,0
2024-01-17,P19,Snacks,G7,32.97,4.0,4727,1,33,1088.01,6383,West,0
2024-04-13,P13,Dairy,G5,22.97,3.9,94,1,28,643.16,4732,East,0
2023-05-10,P15,Household,G5,182.6,4.8,1824,1,28,5112.8,9169,East,0
2023-01-13,P16,Beverages,G6,74.82,3.9,2068,1,25,1870.4999999999998,1256,West,0
2023-11-17,P16,Beverages,G6,68.81,4.2,4375,1,27,1857.8700000000001,5595,West,0
2024-08-15,P3,Personal Care,G1,269.43,3.1,4605,1,18,4849.74,6429,North,1
2023-06-26,P12,Personal Care,G4,85.07,4.0,2188,1,28,2381.96,7426,East,0
2024-12-01,P24,Snacks,G8,25.49,3.4,4377,0,33,841.17,4425,East,0
2024-08-22,P1,Household,G1,248.86,3.4,2248,1,18,4479.4800000000005,4156,West,1
2024-09-08,P10,Dairy,G4,57.06,3.6,2111,1,14,798.84,6280,North,0
2024-01-31,P25,Snacks,G9,39.26,4.6,3512,1,24,942.24,7572,North,0
2023-10-12,P14,Beverages,G5,41.87,3.6,3018,1,32,1339.84,7570,West,0
2023-04-12,P1,Household,G1,108.35,4.7,3236,1,27,2925.45,7529,North,0
2024-06-07,P16,Beverages,G6,89.35,4.5,3311,1,26,2323.1,5677,West,0
2023-11-09,P6,Beverages,G2,72.57,3.3,2786,1,31,2249.6699999999996,1094,East,0
2024-11-02,P21,Beverages,G7,22.95,3.2,519,1,29,665.55,4747,West,0
2024-11-10,P23,Household,G8,413.12,4.5,3450,1,26,10741.12,9958,South,0
2024-12-21,P3,Personal Care,G1,197.11,4.3,3959,0,24,4730.64,9104,West,1
2023-08-03,P11,Household,G4,255.45,5.0,2738,1,32,8174.4,3043,South,0
2024-02-28,P2,Dairy,G1,56.89,4.0,1015,1,26,1479.14,3440,East,0
2023-05-26,P10,Dairy,G4,18.61,4.9,401,1,31,576.91,2433,East,0
2023-10-08,P12,Personal Care,G4,50.31,3.1,2336,1,27,1358.3700000000001,3679,South,0
2023-03-12,P23,Household,G8,442.53,4.3,222,1,22,9735.66,1883,North,0
2024-12-21,P11,Household,G4,397.62,3.9,4696,1,29,11530.98,8604,East,0
2024-08-28,P24,Snacks,G8,36.54,3.9,3995,0,30,1096.2,6179,East,0
2024-12-05,P20,Household,G7,151.2,4.6,4492,1,25,3779.9999999999995,4801,East,0
2024-09-08,P20,Household,G7,302.72,4.1,201,1,19,5751.68,3361,South,0
2023-08-14,P14,Beverages,G5,51.87,4.6,726,1,21,1089.27,8417,West,0
2024-05-03,P17,Household,G6,377.95,4.6,4698,1,25,9448.75,2733,South,0
2024-01-01,P18,Dairy,G6,53.96,3.4,1050,1,28,1510.88,7222,East,0
2023-05-18,P17,Household,G6,172.66,4.7,3743,1,38,6561.08,5556,East,0
2024-03-06,P18,Dairy,G6,53.82,4.2,346,1,26,1399.32,7945,South,0
2024-08-11,P7,Personal Care,G3,80.84,3.7,4796,1,15,1212.6000000000001,2379,South,0
2023-11-29,P9,Personal Care,G3,84.94,4.0,335,1,32,2718.08,8664,North,0
2024-06-25,P9,Personal Care,G3,77.23,3.4,3692,1,18,1390.14,7691,West,0
2024-02-19,P2,Dairy,G1,27.28,4.3,1122,0,32,872.96,6818,West,0
2023-07-25,P14,Beverages,G5,97.64,3.1,2423,0,35,3417.4,5412,West,0
2023-06-19,P9,Personal Care,G3,102.7,5.0,4258,1,31,3183.7000000000003,1527,East,0
2024-03-06,P16,Beverages,G6,54.0,3.7,3561,1,31,1674.0,7787,South,0
2024-11-20,P3,Personal Care,G1,89.67,4.8,1460,1,25,2241.75,6680,East,1
2024-01-11,P11,Household,G4,313.74,3.9,1866,1,29,9098.460000000001,8992,South,0
2024-06-12,P19,Snacks,G7,35.64,3.7,1365,1,27,962.28,5788,North,0
2024-09-26,P7,Personal Care,G3,68.54,4.5,1859,1,19,1302.2600000000002,6582,South,0
2023-03-20,P8,Personal Care,G3,291.3,3.0,2119,1,19,5534.7,5634,East,0
2024-11-27,P18,Dairy,G6,57.38,4.4,3308,1,28,1606.64,6340,South,0
2024-09-18,P14,Beverages,G5,47.53,4.1,1418,1,24,1140.72,8470,South,0
2023-02-06,P15,Household,G5,159.97,4.2,1222,1,28,4479.16,6606,West,0
2024-01-18,P18,Dairy,G6,30.91,3.7,4635,1,29,896.39,6329,West,0
2024-03-31,P20,Household,G7,147.85,3.4,3156,1,23,3400.5499999999997,5564,West,0
2024-03-06,P23,Household,G8,478.08,3.1,267,1,18,8605.44,5886,South,0
2023-10-26,P12,Personal Care,G4,171.67,4.9,415,1,24,4120.08,1674,East,0
2024-02-20,P11,Household,G4,180.04,3.6,3380,1,30,5401.2,2395,North,0
2023-04-18,P15,Household,G5,122.46,3.6,3552,1,28,3428.8799999999997,9499,East,0
2023-10-15,P11,Household,G4,239.54,3.4,1182,1,25,5988.5,2866,North,0
2023-06-03,P9,Personal Care,G3,56.48,4.5,3404,1,30,1694.3999999999999,3638,West,0
2024-02-10,P13,Dairy,G5,55.78,3.8,3274,1,33,1840.74,9245,East,0
2023-11-17,P19,Snacks,G7,26.64,4.0,3251,1,25,666.0,2073,South,0
2024-02-01,P19,Snacks,G7,42.62,4.2,2289,0,25,1065.5,1197,South,0
2024-06-02,P14,Beverages,G5,46.37,3.3,155,1,23,1066.51,6827,West,0
2024-10-23,P16,Beverages,G6,98.8,3.7,1878,1,31,3062.7999999999997,8328,South,0
2024-05-23,P16,Beverages,G6,74.72,3.1,1605,1,27,2017.44,2198,West,0
2023-08-03,P7,Personal Care,G3,175.35,3.8,1944,1,25,4383.75,1519,East,0
2024-07-30,P6,Beverages,G2,29.91,3.6,303,1,16,478.56,6834,West,0
2024-01-02,P6,Beverages,G2,42.93,4.3,114,1,26,1116.18,9015,South,0
2023-09-01,P1,Household,G1,157.17,4.0,4836,1,24,3772.08,2682,West,0
2024-04-09,P2,Dairy,G1,77.05,4.1,2810,1,30,2311.5,6472,South,0
2023-07-31,P22,Dairy,G8,65.34,4.8,4713,1,37,2417.58,8123,North,0
2024-10-23,P16,Beverages,G6,81.97,5.0,315,1,33,2705.0099999999998,7256,North,0
2023-06-16,P18,Dairy,G6,19.54,4.6,4065,1,27,527.5799999999999,3033,North,0
2023-03-28,P21,Beverages,G7,50.11,3.1,4953,1,35,1753.85,1827,North,0
2023-07-01,P13,Dairy,G5,21.12,4.5,982,1,33,696.96,2889,South,0
2023-06-09,P10,Dairy,G4,50.38,4.1,81,1,23,1158.74,3405,South,0
2024-06-23,P1,Household,G1,81.81,4.7,3072,1,29,2372.4900000000002,3927,North,1
2023-10-16,P23,Household,G8,350.56,4.1,18,1,30,10516.8,2875,West,0
2024-08-16,P7,Personal Care,G3,78.21,4.9,3784,1,22,1720.62,7521,East,0
2023-08-10,P3,Personal Care,G1,290.11,4.5,4676,1,27,7832.97,5278,North,0
2024-06-06,P23,Household,G8,435.59,4.0,1017,1,19,8276.21,2203,East,0
2023-03-08,P9,Personal Care,G3,183.93,4.9,4898,1,29,5333.97,1467,South,0
2024-01-20,P22,Dairy,G8,44.95,3.3,1698,0,31,1393.45,1388,West,0
2024-09-02,P23,Household,G8,468.49,3.2,4289,1,26,12180.74,7739,West,0
2023-10-07,P8,Personal Care,G3,104.16,3.1,184,1,21,2187.36,7450,North,0
